BMBF-133_S6_L001_R1_001.fq,50000,0.67,0.63,0.71,0.61,0.64,0.61,0.66,0.89
BMBF-133_S6_L001_R1_001.fq,100000,0.67,0.64,0.71,0.61,0.64,0.62,0.67,0.89
BMBF-133_S6_L001_R2_001.fq,500,0.5,0.48,0.52,0.45,0.47,0.45,0.49,0.7
BMBF-133_S6_L001_R2_001.fq,1000,0.56,0.53,0.59,0.5,0.53,0.51,0.56,0.75
BMBF-133_S6_L001_R2_001.fq,5000,0.57,0.54,0.61,0.52,0.54,0.52,0.57,0.76
BMBF-133_S6_L001_R2_001.fq,10000,0.58,0.55,0.62,0.53,0.55,0.53,0.58,0.78
BMBF-133_S6_L001_R2_001.fq,50000,0.57,0.55,0.61,0.52,0.55,0.53,0.57,0.76
BMBF-133_S6_L001_R2_001.fq,100000,0.58,0.55,0.62,0.53,0.56,0.53,0.58,0.77
BMBF-185_S7_L001_R1_001.fq,500,0.66,0.66,0.73,0.61,0.97,0.65,0.66,0.65
BMBF-185_S7_L001_R1_001.fq,1000,0.65,0.69,0.73,0.64,0.97,0.65,0.69,0.64
BMBF-185_S7_L001_R1_001.fq,5000,0.65,0.68,0.73,0.62,0.97,0.64,0.68,0.63
BMBF-185_S7_L001_R1_001.fq,10000,0.66,0.68,0.74,0.63,0.98,0.65,0.68,0.64
BMBF-185_S7_L001_R1_001.fq,50000,0.65,0.68,0.73,0.62,0.97,0.65,0.68,0.63
BMBF-185_S7_L001_R1_001.fq,100000,0.65,0.68,0.73,0.63,0.97,0.65,0.68,0.64
BMBF-185_S7_L001_R2_001.fq,500,0.6,0.63,0.67,0.56,0.89,0.59,0.63,0.59
BMBF-185_S7_L001_R2_001.fq,1000,0.61,0.64,0.69,0.59,0.9,0.61,0.65,0.61
BMBF-185_S7_L001_R2_001.fq,5000,0.61,0.63,0.68,0.58,0.91,0.6,0.63,0.59
BMBF-185_S7_L001_R2_001.fq,10000,0.62,0.65,0.7,0.59,0.92,0.62,0.64,0.61
BMBF-185_S7_L001_R2_001.fq,50000,0.61,0.64,0.69,0.59,0.91,0.61,0.64,0.6
BMBF-185_S7_L001_R2_001.fq,100000,0.62,0.64,0.69,0.59,0.92,0.61,0.64,0.6
BMBF-193_S14_L001_R1_001.fq,500,0.61,0.62,0.72,0.88,0.61,0.59,0.68,0.58
BMBF-193_S14_L001_R1_001.fq,1000,0.65,0.66,0.74,0.9,0.64,0.61,0.68,0.62
BMBF-193_S14_L001_R1_001.fq,5000,0.67,0.66,0.75,0.92,0.65,0.63,0.7,0.64
BMBF-193_S14_L001_R1_001.fq,10000,0.68,0.68,0.77,0.94,0.66,0.64,0.71,0.65
BMBF-193_S14_L001_R1_001.fq,50000,0.68,0.67,0.77,0.93,0.66,0.64,0.71,0.65
BMBF-193_S14_L001_R1_001.fq,100000,0.68,0.68,0.77,0.93,0.66,0.64,0.71,0.65
BMBF-193_S14_L001_R2_001.fq,500,0.53,0.53,0.63,0.78,0.53,0.53,0.59,0.51
BMBF-193_S14_L001_R2_001.fq,1000,0.57,0.58,0.64,0.78,0.56,0.54,0.58,0.54
